ID,farmer_name,training_day,gender,registration,age,group_name,belong_to_cooperative,county,subcounty,ward,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_topic_trained_on,trainer,topics_list
ID_OIAA6P,FAR_qwdqbhs,2024-05-12,Male,Ussd,Above 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_34SV6C,FAR_phzguwr,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_1PKMNX,FAR_phzguwr,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_QP5N2T,FAR_vjvgazt,2024-05-12,Female,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_WAT23M,FAR_vjvgazt,2024-05-12,Female,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_AFG4JC,FAR_tfgikvj,2024-05-12,Female,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_8KCCDP,FAR_tfgikvj,2024-05-12,Female,Ussd,Below 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_AA59KE,FAR_jekokeb,2024-05-12,Male,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_V299WE,FAR_jekokeb,2024-05-12,Male,Ussd,Below 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_OOSPHK,FAR_jfnhplq,2024-05-12,Female,Ussd,Above 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_QWMJRF,FAR_jfnhplq,2024-05-12,Female,Ussd,Above 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_5H50SX,FAR_fdoqecx,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_GSXSKP,FAR_fdoqecx,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_FETGIV,FAR_dgtyjyt,2024-05-12,Female,Ussd,Below 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_WM82MB,FAR_ocboaaq,2024-05-12,Female,Ussd,Above 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_GH9I2Z,FAR_ocboaaq,2024-05-12,Female,Ussd,Above 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_ZFPOZQ,FAR_zjfukhd,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Sheep And Goat Rearing']
ID_UKNSEL,FAR_flqvsfp,2024-05-12,Female,Manual,Above 35,GRP_pkwgpte,0,CNT_mggvna,SUB_sxusspx,WRD_qeiynxtw,0,0,0,0,TRA_hyodnntj,"['Dairy Health Management', 'Diseases In Dairy Farming', 'Poultry Health Management']"
ID_5T53VA,FAR_mxrvdoq,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_N6FW62,FAR_mxrvdoq,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_6WO7AC,FAR_zfvutsz,2024-05-12,Male,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_UZ0O6K,FAR_zfvutsz,2024-05-12,Male,Ussd,Below 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_UHW0RM,FAR_ymmaear,2024-05-12,Female,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_KHNNSL,FAR_ymmaear,2024-05-12,Female,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_7FHOXF,FAR_gzvyjuy,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_J6107W,FAR_gzvyjuy,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_UW0I8P,FAR_ggrxxmw,2024-05-12,Female,Manual,Above 35,GRP_xfwwehl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_avjijsjd,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_P7GSZT,FAR_dboesxr,2024-05-12,Female,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_0TTJO5,FAR_dboesxr,2024-05-12,Female,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_A512R1,FAR_xqsloqe,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_GKJ1T3,FAR_xqsloqe,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_6G1N8J,FAR_jgpdnzw,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_NOPC3Q,FAR_pkcgvsp,2024-05-12,Female,Ussd,Below 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_MP0YAN,FAR_pkcgvsp,2024-05-12,Female,Ussd,Below 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_ECTUJ1,FAR_nsargsq,2024-05-12,Female,Ussd,Above 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_A5VZBZ,FAR_ulctlfx,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Sheep And Goat Rearing']
ID_5WRQXB,FAR_ulctlfx,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_J2IN8K,FAR_ulctlfx,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_JH0E9I,FAR_kutzmqp,2024-05-12,Female,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_QSPKZA,FAR_kutzmqp,2024-05-12,Female,Ussd,Below 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_9G6219,FAR_gsmcfig,2024-05-12,Female,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_3BAJP9,FAR_puhfynm,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_WXGIQ4,FAR_puhfynm,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_EUSNV1,FAR_lszfoil,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_A8XCBJ,FAR_lszfoil,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_VRCNSY,FAR_sumilsc,2024-05-12,Female,Manual,Above 35,GRP_eldhpyw,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_TP8CLS,FAR_sumilsc,2024-05-12,Female,Manual,Above 35,GRP_eldhpyw,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Importance Of Mineral Supplementation']
ID_2LI3ZV,FAR_sumilsc,2024-05-12,Female,Manual,Above 35,GRP_eldhpyw,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_5VIW17,FAR_fcfhpfr,2024-05-12,Female,Manual,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_N0P4LO,FAR_ufenkju,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_K5K8S2,FAR_ufenkju,2024-05-12,Male,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_FZLOYE,FAR_dxklrzl,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_DYI8RX,FAR_dxklrzl,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_30BM8Z,FAR_dtlpmlq,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_A6QNZ3,FAR_dtlpmlq,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_0PN4RN,FAR_ughdqwi,2024-05-12,Female,Ussd,Below 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_W9MDRT,FAR_ughdqwi,2024-05-12,Female,Ussd,Below 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_IX2RQ3,FAR_dicbigm,2024-05-12,Female,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_T1XJUG,FAR_dicbigm,2024-05-12,Female,Ussd,Below 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_0FW681,FAR_bcwjsiv,2024-05-12,Male,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_KKMM8E,FAR_bcwjsiv,2024-05-12,Male,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_MGBHG7,FAR_mbbaqem,2024-05-12,Female,Manual,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_9U6CZ0,FAR_mdclzmm,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Sheep And Goat Rearing']
ID_MVT9L8,FAR_mdclzmm,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_OQO2DW,FAR_mdclzmm,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_GIJQZI,FAR_kkgdmbv,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_FV4IIW,FAR_kkgdmbv,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_27PL58,FAR_cewzidb,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_6ZUWO0,FAR_katwiss,2024-05-12,Female,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_A3R6OK,FAR_katwiss,2024-05-12,Female,Ussd,Below 35,GRP_olrwyje,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_SA1SNJ,FAR_kjkkmoa,2024-05-12,Female,Ussd,Above 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_FO22PT,FAR_kjkkmoa,2024-05-12,Female,Ussd,Above 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,1,1,1,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_BM0896,FAR_uexyfgw,2024-05-12,Female,Ussd,Above 35,GRP_eldhpyw,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Poultry Health With Biodeal']
ID_0BEXSP,FAR_uexyfgw,2024-05-12,Female,Ussd,Above 35,GRP_eldhpyw,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,1,1,1,1,TRA_kkzpfdtu,['Herd. Health. Management']
ID_B97H6P,FAR_oazlivl,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_6YQX0G,FAR_oazlivl,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Sheep And Goat Rearing']
ID_5LEPZ2,FAR_oazlivl,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_SR0UJQ,FAR_padxatv,2024-05-12,Male,Ussd,Below 35,GRP_irasbyt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_16SR4E,FAR_padxatv,2024-05-12,Male,Ussd,Below 35,GRP_quagidu,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_UQ5Q8J,FAR_kznknml,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_6XJUZP,FAR_kznknml,2024-05-12,Female,Ussd,Above 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_67LOUD,FAR_huleajd,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_NQZ8U5,FAR_rrcwmob,2024-05-12,Female,Ussd,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Herd. Health. Management']
ID_410O2W,FAR_pliivhz,2024-05-12,Male,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_E0HDZP,FAR_pliivhz,2024-05-12,Male,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_LTKK8P,FAR_azgnasg,2024-05-12,Female,Ussd,Above 35,GRP_lnfbrfz,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_OE74AQ,FAR_gkjozup,2024-05-12,Female,Manual,Above 35,GRP_usdagtx,0,CNT_yljqnl,SUB_jchavji,WRD_ewbkpzpx,0,0,0,1,TRA_suiifsur,['Poultry Health Management. Practices']
ID_42IEO0,FAR_gfejccd,2024-05-12,Female,Ussd,Above 35,GRP_jkkkgtk,1,CNT_fhdsoy,SUB_vnahfhi,WRD_avjijsjd,0,0,0,0,TRA_rkvyofbh,"['Benfits Of Sistema Biogas', 'Control Of External Parasites With Dominex.', 'Dairy Health Management', 'Dairy Nutrition With Tyari', 'Diseases In Dairy Farming', 'How To Manage Pest And Diseases At Harvesting Stage', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Crops', 'Poultry Feeding With Tyari', 'Poultry Health Management', 'Successfull Breeding With Crv', 'Weed Management In Crop']"
ID_88HHIJ,FAR_gfejccd,2024-05-12,Female,Ussd,Above 35,GRP_jkkkgtk,1,CNT_fhdsoy,SUB_vnahfhi,WRD_avjijsjd,0,0,0,1,TRA_rkvyofbh,['Poultry Health Management']
ID_YH0MNU,FAR_gfejccd,2024-05-12,Female,Ussd,Above 35,GRP_jkkkgtk,1,CNT_fhdsoy,SUB_vnahfhi,WRD_avjijsjd,0,0,0,1,TRA_rkvyofbh,['Diseases In Dairy Farming']
ID_4KH0RT,FAR_gfejccd,2024-05-12,Female,Manual,Above 35,GRP_jkkkgtk,1,CNT_fhdsoy,SUB_vnahfhi,WRD_avjijsjd,0,0,0,1,TRA_rkvyofbh,['Dairy Health Management']
ID_53D28H,FAR_vnowzds,2024-05-12,Female,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Poultry Health Management. Practices']
ID_BURO47,FAR_vnowzds,2024-05-12,Female,Ussd,Below 35,GRP_agfainw,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,TRA_gertumxc,['Importance Of Mineral Supplementation']
ID_3V99PS,FAR_gekuoey,2024-06-03,Female,Manual,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Feeding']
ID_55D38Z,FAR_ahkjlpe,2024-06-03,Female,Manual,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Dairy Cow Feeding']
ID_4MFKBK,FAR_ahkjlpe,2024-06-03,Female,Manual,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Feeding']
ID_CRM9T4,FAR_ovpwifp,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Ndume App']
ID_W3FPR7,FAR_ovpwifp,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Poultry Products']
ID_KRV7JW,FAR_ovpwifp,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Dairy Cow Feeding']
ID_BDREYK,FAR_ovpwifp,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Factors Affecting Milk Production']
ID_JF6GJ0,FAR_iazxnwg,2024-06-03,Female,Manual,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Factors Affecting Milk Production']
ID_DTWIPE,FAR_iazxnwg,2024-06-03,Female,Manual,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Ndume App']
ID_AI4ENG,FAR_iazxnwg,2024-06-03,Female,Manual,Above 35,GRP_rvhkfmp,0,CNT_yljqnl,SUB_jchavji,WRD_zidfbzvh,0,0,0,1,TRA_suiifsur,['Dairy Cow Feeding']
ID_HFLAH5,FAR_plwfsuw,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Ndume App']
ID_N6Y5UH,FAR_plwfsuw,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Poultry Products']
ID_6BBOGE,FAR_plwfsuw,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Dairy Cow Feeding']
ID_M5KR0I,FAR_plwfsuw,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Factors Affecting Milk Production']
ID_JB68EH,FAR_lzvvryo,2024-06-03,Female,Manual,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Feeding']
ID_V3V8GJ,FAR_rxhtmeb,2024-06-03,Female,Manual,Above 35,GRP_rvhkfmp,0,CNT_yljqnl,SUB_jchavji,WRD_zidfbzvh,0,0,0,1,TRA_suiifsur,['Dairy Cow Feeding']
ID_Q15KWL,FAR_ggiehht,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Ndume App']
ID_YEKAML,FAR_ggiehht,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Poultry Products']
ID_W48IZR,FAR_ggiehht,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Dairy Cow Feeding']
ID_M4ZABW,FAR_ggiehht,2024-06-03,Female,Ussd,Above 35,GRP_xstrxdm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,TRA_suiifsur,['Factors Affecting Milk Production']
ID_58J0TF,FAR_jgcbjjy,2024-06-03,Female,Manual,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Feeding']
ID_H3WJQM,FAR_hxcdyxi,2024-06-03,Male,Ussd,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Dairy Cow Feeding']
ID_WY7EHH,FAR_hxcdyxi,2024-06-03,Male,Ussd,Above 35,GRP_diinohf,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,TRA_kkzpfdtu,['Poultry Feeding']
